"session_id","citizenship","state","education","gender","genoccupation","politicalid","raceethnic","religion","religionid","age","posPrime","negPrime","ampDiff","all_same","complete_amp","shareAware","prime_present","target_present","influence","influence_unintentional","influence_intentional","strategy","strategy_noprime","anything_else"
"14580879","United States","Texas","Some graduate school","Male","Education","Moderately conservative","White","Protestant","Very religious",29,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14580883","United States","Nevada","Some college","Male","Retired/Unemployed","Moderately conservative","Asian","Catholic","Very religious",28,0.885714285714286,0.285714285714286,0.6,0,1,0.2,100,0,100,53,50,"if the picture had a negative or positive connotation",NA,NA
"14580894","United States","Colorado","Masters degree","Female","Education","Moderately liberal","White","None","Not at all religious",35,0.457142857142857,0.342857142857143,0.114285714285714,0,1,0.0142857142857143,99,100,4,96,0,"How strong my recall of the image was. I recall the crying child and the smiling baby. Other images did not invoke as strong a recall (the astronaut for example).","I reported not being influenced if I couldn't see either.",NA
"14580895","United States","New York","Masters degree","Female","Social Service","Moderately liberal","White","Jewish","Somewhat religious",47,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14580899","United States","Washington","High school graduate","Male","Food Service","Neutral","White","Catholic","Somewhat religious",19,1,0.257142857142857,0.742857142857143,0,1,0,99,99,1,1,1,"i rated the pictures not the painting","took guess","no"
"14580901","United States","Florida","Bachelors degree","Female","Business",NA,"White",NA,NA,52,0.885714285714286,0.0857142857142857,0.8,0,1,0.0714285714285714,27,74,9,13,5,"Feeling","no influence","None"
"14580906","United States","Oklahoma","J.D.","Male","Legal","Neutral","White","Protestant","Very religious",62,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14580913","United States","Connecticut","Some college","Female","Administrative Support","Neutral","White","None","Not at all religious",38,1,0.942857142857143,0.0571428571428572,0,1,0.0428571428571429,98,1,15,13,15,NA,NA,NA
"14580924","United States","Illinois","Bachelors degree","Female","Social Service","Neutral","White","Protestant","Somewhat religious",30,1,0.885714285714286,0.114285714285714,0,1,0.142857142857143,100,99,6,12,91,"If I really didn't like the real life picture, it was hard to like the abstract picture because I associated that abstract picture with the real life one.","There were none","NO"
"14580928","United States",NA,"Some graduate school","Male",NA,NA,"White","Catholic","Moderately religious",64,1,1,0,1,1,0,99,99,0,0,0,"all of the test pictures/images were the same!","no","no"
"14580948","Canada",NA,"Some college","Female",NA,NA,"White","Protestant","Moderately religious",60,0.828571428571429,0.4,0.428571428571429,0,1,0.385714285714286,92,88,97,85,95,"based on whether the picture was pleasent or not.","quessed on what I thought it was","Clearer explainantion before the start."
"14580951","United States","New York","Masters degree","Male","Education","Slightly conservative","White","Protestant","Somewhat religious",47,0.914285714285714,0.114285714285714,0.8,0,1,0.957142857142857,100,0,75,73,77,"none","2","I didn't really understand it to be honest."
"14580972","United States","California","Masters degree","Female","Social Service","Slightly conservative","Hispanic","Protestant","Moderately religious",37,0.793103448275862,0.258064516129032,0.53503893214683,0,0,0.866666666666667,NA,NA,NA,NA,NA,NA,NA,NA
"14580974","Canada",NA,"Bachelors degree","Male","Sales","Moderately liberal","White","None","Not at all religious",23,0.571428571428571,0.428571428571429,0.142857142857143,0,1,0.214285714285714,100,100,20,83,5,"How I felt after looking at the picture","There were no trials where i didnt see both","No"
"14580989","United States",NA,"Some high school","Female","Administrative Support","Neutral","Black","Protestant","Somewhat religious",43,0.971428571428571,0.0857142857142857,0.885714285714286,0,1,0.871428571428571,48,0,92,95,94,"Weather it looks like a happy or sad setting","On some of them i did not totally see the picture. i choose based on my last rating","The pictures moved way too fast to have a true record of what I saw"
"14580994","Canada",NA,"High school graduate","Female","Sales","Strongly liberal","White","None","Not at all religious",20,0.371428571428571,0.257142857142857,0.114285714285714,0,1,0,94,3,20,27,3,"looked at the colors of the painitng",NA,NA
"14581021","United States","Idaho","Associates degree","Male","Education","Moderately liberal","White","Protestant","Very religious",40,0.885714285714286,0.228571428571429,0.657142857142857,0,1,0.957142857142857,99,100,78,44,74,"I could really only see the real picture and the next picture went too fast for me to truly see","I mostly picked whether or not the first picture was pleasant or not.","The pictures moved too fast for me to make any real factual decision."
"14581023","United States","Illinois","Some college","Male","Sales","Strongly conservative","White","Catholic","Moderately religious",26,0.857142857142857,0.114285714285714,0.742857142857143,0,1,0.271428571428571,99,2,41,35,53,"look close at the pictures","i went by judgement","no"
"14581032","United States","New Mexico","M.B.A.","Female","Social Service","Moderately liberal","White","None","Not at all religious",61,0.8,0.0857142857142857,0.714285714285714,0,1,1,99,100,96,82,92,"Emotional response to the first picture.","Gut reaction",NA
"14581041","United States","Colorado","Bachelors degree","Female","Legal","Moderately conservative","Hispanic","Catholic","Moderately religious",40,0.914285714285714,0.0571428571428571,0.857142857142857,0,1,0.9,100,48,97,96,95,"It took me a little while for the photo before the painting not to influence","5","I didnt really understand this very well"
"14581042","United States","Massachusetts","M.D.","Male","Healthcare","Moderately liberal","White","Jewish","Somewhat religious",63,1,1,0,1,1,0,99,100,0,0,0,"judged the painting when I saw it, was not influenced by even the yucky pix (was one worms?) or the happy pix (cute kids, Mickey Mouse)","I focused on the pix, so the pix did not seem to influence my assessment of the pix.  I like abstract art, even the ones with darker colors!!","For me there were not bad abstract pix at all.  I would think making some that would be clearly 'ugly' would be useful"
"14581064","United States","Texas","Some graduate school","Female",NA,"Strongly conservative","Hispanic","Protestant","Very religious",43,0.571428571428571,0.0571428571428571,0.514285714285714,0,1,0.557142857142857,98,99,99,97,4,"I had to tell the truth. If the picture influenced me, which it did many times, I was honest about it. The picture came and went so fast, though, that sometimes I had a hard time distinguishing whether it influenced me or not. I tried to stay neutral but many times I could not help if the picture influenced me.","I was not impressed by the abstract picture, which was basically what white noise would look like if it was a picture so I chose that it was not pleasing and that I was not influenced.",NA
"14581074","United States","Texas","Bachelors degree","Male","Management","Moderately liberal","White","Protestant","Somewhat religious",38,0.555555555555556,0.181818181818182,0.373737373737374,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14581082","United States","California","Ph.D.","Female","Education","Moderately liberal","White","Protestant","Somewhat religious",57,0.371428571428571,0.485714285714286,-0.114285714285714,0,1,0.142857142857143,99,95,52,NA,34,"if I dis/liked both I said it it influenced, if they differed I said they didn't","randomly guessed","I don't really like abstract painting - at least not this kind. So it was a little hard to make a judgement. Also I have a revisualization deficit, and its hard to recall the image long enough to make a judgment."
"14581093","United States","Michigan","Masters degree","Female","Business","Slightly liberal","White","Catholic","Moderately religious",43,0.371428571428571,0.228571428571429,0.142857142857143,0,1,0.585714285714286,93,47,42,86,81,"They were so fast it was really hard. I tried to use the picture to make me question if I like it or not. (If negative picture, I'd think did I actually like it?)","Color combos - again it went too quickly","I was frustrated because I like to look at art and I couldn't."
"14581099","United States","New Mexico","Bachelors degree","Female","Business","Slightly conservative","Hispanic","Catholic","Moderately religious",48,0,0,0,1,1,0,66,10,1,14,1,"tried to really pay attention to the pictures and how it was influencing my thoughts","i decided i wasn't influenced","attention to detail in not my strong suit"
"14581100","United States","Massachusetts","Some graduate school","Female","Education","Strongly liberal","Black","Catholic","Somewhat religious",24,0.857142857142857,0.428571428571429,0.428571428571429,0,1,0.371428571428571,100,100,33,76,23,NA,NA,NA
"14581102","United States","California","Some college","Other","Retired/Unemployed","Moderately liberal","Hispanic","None","Not at all religious",18,0.428571428571429,0.371428571428571,0.0571428571428571,0,1,0.0142857142857143,100,100,0,100,0,"I thought about whether or not my answer was similar to how I would answer if I was only basing it off the first image",NA,NA
"14581110","United States","Utah","Some graduate school","Female","Sales","Moderately conservative","White","Protestant","Very religious",35,0.714285714285714,0.171428571428571,0.542857142857143,0,1,0.885714285714286,99,81,99,14,84,"if i liked the picture before the painting","unpleasant and 1","no"
"14581125","United States","Texas","Masters degree","Female","Education","Slightly liberal","White","Protestant","Somewhat religious",61,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14581132","United States","Geogia","Some college","Female",NA,"Moderately liberal","White","Catholic","Moderately religious",44,0.514285714285714,0.742857142857143,-0.228571428571429,0,1,0.0714285714285714,100,100,36,100,29,"I noticed my brain focusing on the image so I began to only focus on how much I liked the painting, independently from the picture.  The image then held less influence","I honestly did not notice a time when I could not see either the image or the painting so I can't answer","the images flashed so fast, it is interesting to see how quickly my brain formed a decision in just a SPLIT second.  Especially before I stated making an effort to uncouple the image and paintings as influencing each other in my mind."
"14581135","United States","Oregon","Bachelors degree","Female","Management","Strongly liberal","White","None","Not at all religious",52,1,1,0,1,1,0,99,100,0,0,100,"The flashing of both the real picture and the abstract was so fast that I couldn't really see either of them. I could tell that the abstracts had color, but I couldn't make it out because the flash was too fast.","I could tell there were a variety of colors on the abstracts and since I like color, they all seemed pleasing even for a microsecond of viewing.","I'm guessing the pace of the flashing of the pictures was intentional, but for me it was too fast."
"14581138","United States","California","High school graduate","Male","Retired/Unemployed","Neutral","White","Catholic","Somewhat religious",19,0.685714285714286,0.685714285714286,0,0,1,0.128571428571429,100,100,14,1,0,NA,NA,NA
"14581153","United States","California","Ph.D.","Female","Education","Moderately liberal","Asian","Hindu","Not at all religious",NA,0.942857142857143,0.485714285714286,0.457142857142857,0,1,0.942857142857143,98,99,99,24,99,"Well I don't like guns and do like puppies and babies so my response was based on the image. Te abstract painting is a grey square so whats to like or dislike about it?","I just guessed","x"
"14581154","United States","California","Junior high","Male","Retired/Unemployed","Neutral","Multiracial","Catholic","Moderately religious",15,0.971428571428571,0.342857142857143,0.628571428571429,0,1,0.485714285714286,100,0,50,41,40,"If something was gross, then I didn't like it","Based on the picture","Not really."
"14581168","United States","Iowa","Some college","Female","Management","Strongly conservative","White","Protestant","Very religious",66,0,0,0,1,1,0,99,0,0,0,0,"The pictures flashed too quickly.  I could not see them well enough to provide a sound answer.","I marked them all the same.","I am not going to make a snap judgement about pictures I could not see."
"14581190","Mexico",NA,"Bachelors degree","Female","Engineers/Architects","Moderately liberal","Hispanic","Catholic","Somewhat religious",25,0.0285714285714286,0.514285714285714,-0.485714285714286,0,1,0.171428571428571,98,98,48,15,89,"if I dont get scared","Unpleasant and 0","I felt it too long"
"14581196","United States","North Carolina","Bachelors degree","Female","Service and Personal Care","Slightly conservative","White","Catholic","Moderately religious",26,1,0.828571428571429,0.171428571428571,0,1,0.271428571428571,99,99,29,75,50,"if the picture prior made me happy or not","I saw all pictures","n/a"
"14581263","United States","Texas","Bachelors degree","Female","Homemaker or Parenting","Slightly liberal","Black","Other","Somewhat religious",39,1,0.742857142857143,0.257142857142857,0,1,0.142857142857143,100,99,25,19,3,"Based on the immediate feeling it evoked within me","The only time my opinion changed of the painting is when it followed a perceived negative image.","Not at this time"
"14581266","United States","California","Associates degree","Female","Administrative Support",NA,"Hispanic","Catholic","Somewhat religious",42,0.914285714285714,0.228571428571429,0.685714285714286,0,1,0,50,98,100,0,100,"I decided based on the picture presented before","i guessed","no"
"14581269","United States","South Carolina","Some college","Female","Sales","Neutral","Black","Other",NA,24,0.771428571428571,0.257142857142857,0.514285714285714,0,1,1,98,100,100,52,54,NA,NA,NA
"14581270","United States","California","Masters degree","Other","Education","Strongly liberal","Middle Eastern","Muslim","Somewhat religious",38,0.828571428571429,0.8,0.0285714285714286,0,1,0.257142857142857,92,49,40,52,47,"I had to consciously make the choice to ignore the picture before the painting.","I decided based on the feeling I had.","No"
"14581271","United States","Washington","Masters degree","Male","Management","Moderately liberal","White","Protestant","Moderately religious",63,1,1,0,1,1,0.114285714285714,99,99,4,0,0,"When I recognized the picture and had a positive association with that picture. Most of the pictures flashed by so quickly I could not discern what it was a picture of, so it had absolutely no influence.","It was easy when I had no idea what the picture was, and the painting was the same every time and it was a pleasant painting.","No"
"14581273","United States","California","Bachelors degree","Female","Education","Slightly liberal","Hispanic","Catholic","Somewhat religious",26,0.285714285714286,0.314285714285714,-0.0285714285714286,0,1,0.0857142857142857,99,98,26,45,2,"how the first painting made me react",NA,NA
"14581287","United States","California","Associates degree","Female","Administrative Support","Neutral","Black","None","Not at all religious",41,0.457142857142857,0.2,0.257142857142857,0,1,0,99,99,0,1,1,"I intentionally ignored the first picture making sure to only judge the second image","I saw all pictures and paintings.","no"
"14581290","United States","Ohio","Associates degree","Female","Transportation","Moderately conservative","Multiracial","Protestant","Moderately religious",34,0.885714285714286,0.857142857142857,0.0285714285714286,0,1,0.0142857142857143,99,0,10,99,1,"I almost tried to ignore the picture, or immediately forget the picture, and focus solely on the painting and whether I liked it or not independently for it's form, colors and lines.","I would decide based on the thing I saw.","I think the pictures flashed a little too quickly and I didn't understand what I was rating until I had already started the study, even with the practice round. I thought the grey square would say it was the placeholder or indicate in some way it was a placeholder, and the pictures flashed too quickly. I wonder if this could be a more effective study if they showed for a little bit longer."
"14581294","Spain",NA,"Masters degree","Male","Retired/Unemployed","Neutral","Hispanic","Catholic","Somewhat religious",52,0.85,0.15,0.7,0,0,0.95,NA,NA,NA,NA,NA,NA,NA,NA
"14581296","United States","Pennsylvania","M.D.","Male","Healthcare","Moderately liberal","White","Catholic","Somewhat religious",36,0.571428571428571,0.428571428571429,0.142857142857143,0,1,0.314285714285714,93,93,59,82,38,"Tried to separate the two in my mind","Honestly was thinking of being consistent with prior choices","No"
"14581304","United States","California","M.B.A.","Male","Computer/Math","Moderately liberal","Asian","None","Not at all religious",47,0.685714285714286,0.571428571428571,0.114285714285714,0,1,0.742857142857143,99,0,100,69,58,NA,"just did a random selection","the pictures just flashed, so sometimes it was hard to understand the pictures"
"14581307","United States","California","Some college","Female","Administrative Support","Slightly liberal","Hispanic","None","Not at all religious",45,0.885714285714286,0.342857142857143,0.542857142857143,0,1,0.628571428571429,99,1,82,NA,NA,"first instict","with how i felt",NA
"14581327","United States","New York","Masters degree","Male","Education","Slightly conservative","White","Catholic","Somewhat religious",34,1,1,0,1,1,0,100,100,0,0,0,"I stayed with my first answer the entire time even though, things happened differently each time.","I had to choose that I was not influenced. There was nothing to influence me.","I wish the abstract would have changed. I think this could have been done differently."
"14581329","United States","California","Bachelors degree","Male","Engineers/Architects","Neutral","White","None","Not at all religious",69,0.538461538461538,0.0833333333333333,0.455128205128205,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14581335","United States","California","Some college","Female","Science","Strongly liberal","White","None","Not at all religious",21,0.142857142857143,0,0.142857142857143,0,1,0.171428571428571,100,99,17,50,50,NA,NA,NA
"14581337","United States","Washington","High school graduate","Female","Healthcare","Neutral","Pacific Islander","Catholic","Somewhat religious",21,0.914285714285714,0.0285714285714286,0.885714285714286,0,1,1,99,99,2,20,90,NA,NA,NA
"14581347","United States","Texas","Some college","Male","Service and Personal Care","Neutral","White","Catholic","Not at all religious",22,0.914285714285714,0.257142857142857,0.657142857142857,0,1,0.371428571428571,51,50,40,34,44,"Not really, just liked the ones I didn't and didn't like the ones I didn't",NA,"make the shifts of pictures longer, could barely tell sometimes what it was"
"14581349","United States","California","Some college","Male","Construction/Extraction","Moderately liberal","White","None","Not at all religious",67,0.942857142857143,0.628571428571429,0.314285714285714,0,1,0.728571428571429,5,49,100,23,77,"initially, I tried to judge the paintings on their own merit, after a while i realized almost all were influenced by the picture","I chose based on my inherent appreciation of art, regardless of how it appears. The effort is what I celebrate.","at first, I was a little confused, and toward the end, well, I was still confused. That means it was a really good test Right?"
"14581352","United States","New Hampshire","Some graduate school","Female","Business","Moderately conservative","White",NA,NA,45,0.6,0.742857142857143,-0.142857142857143,0,1,0.0285714285714286,99,100,5,100,1,"I rated the paintings mainly on colors.  I like purple and green more than brown, for example.  Once or twice I notice I hit the wrong key and attributed those to being affected by the picture before the painting.","Flash of color.","no.  Thank you."
"14581361","United States","California","Some college","Male","Healthcare","Neutral","Hispanic","Catholic","Very religious",32,0.828571428571429,0.0857142857142857,0.742857142857143,0,1,0.0142857142857143,25,100,0,51,41,NA,"instinct","instruction were unclear"
"14581362","United States","Michigan","Bachelors degree","Female","Management","Moderately liberal","Black","None","Somewhat religious",42,0,0,0,1,1,0,98,54,1,NA,NA,"Dont think I read the instructions correctly","Dont think I read the instructions correctly","No"
"14581366","Japan",NA,"High school graduate","Female","Retired/Unemployed","Neutral","Asian","None","Not at all religious",18,0.885714285714286,0.257142857142857,0.628571428571429,0,1,0.185714285714286,49,19,58,42,66,"Whether I like it or not","Guess","no"
"14581368","United States","North Carolina","Bachelors degree","Other","Retired/Unemployed","Strongly liberal","Black","None","Not at all religious",31,0.771428571428571,0.2,0.571428571428571,0,1,0.742857142857143,100,0,86,84,50,NA,"If i had a gut feeling from the sight",NA
"14581400","United States","California","Some high school","Female","Social Service","Strongly liberal","Asian","Other","Somewhat religious",17,0.914285714285714,0,0.914285714285714,0,1,0.928571428571429,NA,NA,100,48,49,"I kept my stare on my screen so I would not miss the picture.","I answered that I was not influenced",NA
"14581408","United States",NA,"Bachelors degree","Male","Healthcare","Strongly liberal","Black","Protestant","Moderately religious",61,0.857142857142857,0.228571428571429,0.628571428571429,0,1,0.971428571428571,69,0,93,63,95,"If it made me feel happy or sad or hate","guessed","I would rather be in a happy peaceful place instead of turmoil so that how I rated the pictures."
"14581427","United States","Florida","Bachelors degree","Male","Education","Neutral","Black","Protestant","Moderately religious",58,0,0,0,1,1,0,100,100,0,0,0,"I just didn't like it. It didn","none","no"
"14581437","United States","Missouri","Associates degree","Male","Food Service","Slightly liberal","White","None","Not at all religious",23,0.971428571428571,0.0857142857142857,0.885714285714286,0,1,0.257142857142857,100,99,78,46,33,"More appealing pictures made the proceeding painting seem brighter, more vibrant, and more appealing","I didn't have a set system for those circumstances",NA
"14581468","India",NA,"Some high school","Female","Production","Neutral","Asian","Hindu","Moderately religious",18,0.857142857142857,0.171428571428571,0.685714285714286,0,1,0.557142857142857,94,98,96,97,98,"styling and appearance","on basis of imagination","amazing experience"
"14581481","United States","Illinois","Some college","Male","Business","Neutral","White","Protestant","Somewhat religious",43,0.885714285714286,0.314285714285714,0.571428571428571,0,1,0.942857142857143,100,98,98,6,94,"My strategy was to focus on the image I could understand the best","I went with what felt right.","No"
"14581488","Canada",NA,"Some college","Female","Retired/Unemployed",NA,"Multiracial","Other","Somewhat religious",23,0.636363636363636,0.666666666666667,-0.0303030303030303,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA
"14581498","Cuba",NA,"Associates degree","Female","Business","Slightly liberal","Hispanic","None","Not at all religious",24,0.857142857142857,0.4,0.457142857142857,0,1,1,100,0,100,83,4,"Memory and known factors that are not pleasant to me","It looked like it was something I would not like",NA
"14581499","United States","Missouri","Some graduate school","Female","Social Service","Moderately conservative","White","Protestant","Very religious",28,0.285714285714286,0.371428571428571,-0.0857142857142857,0,1,0.0857142857142857,99,100,25,70,12,"There were times I missed the piece of art but could still recall the picture","I assumed I had been","Not at this time"
"14581503","United States","Hawaii","Masters degree","Female","Education","Moderately liberal","White","Protestant","Somewhat religious",53,0.4,0.228571428571429,0.171428571428571,0,1,0.528571428571429,100,99,50,13,71,"I thought about the feelings triggered by the picture and if they were lingering when I saw the painting. If so, I connected them with the painting also.","I tried to think back on how I felt when the first image appeared and compared this to how I felt when the second image appeared. If the feelings were similar I concluded the second may have been influenced by the first.","I would have liked to have received more time to see the pictures to determine more accurately if they influenced how I felt about the paintings."
"14581507","India",NA,"Bachelors degree","Male","Computer/Math","Slightly conservative","Asian","Catholic","Somewhat religious",39,0.885714285714286,0.571428571428571,0.314285714285714,0,1,0.542857142857143,97,99,60,77,24,NA,"abstract art is always beautiful and all were pretty same so i assumed it would be good too","first half i was rated based on the real like pictures as it left me the essence of it, but later i tried to ignore it to see all the abstract art were pretty similar and were soothing."
"14581510","United States","Pennsylvania","High school graduate","Male","Retired/Unemployed","Neutral","White","None","Not at all religious",20,0.771428571428571,0.257142857142857,0.514285714285714,0,1,0.771428571428571,100,100,100,19,78,NA,NA,"n/a"
"14581524","United States","Wisconsin","Some graduate school","Female","Retired/Unemployed","Moderately liberal","White","Protestant","Somewhat religious",29,0.971428571428571,0.485714285714286,0.485714285714286,0,1,0.657142857142857,100,98,56,88,65,NA,NA,NA
"14581537","Canada",NA,"Some college","Male","Construction/Extraction","Neutral","White",NA,NA,26,1,0.114285714285714,0.885714285714286,0,1,0.957142857142857,100,27,100,0,100,"I tried to judge the emotion of the pictures with faces and used appeal or disgust for the rest","Used my gut or implicit feelings","Lots of repetitive pictures for consistency I guess, I am not disgusted by the bug photos but also didn't bring me joy so wanted a natural response for them"
"14581556","United States","Alabama","Masters degree","Female","Education","Strongly conservative","White","Protestant","Very religious",47,0.514285714285714,0.342857142857143,0.171428571428571,0,1,0.6,100,100,80,91,68,"How it made me feel.  If the real picture was unpleasant, I was more likely to rate the painting lower.  If I didn't like the background color of the painting it got a lower rating too","I guessed based on how I felt.","I was frustrated that I couldn't have more time to look at the paintings and that I couldn't seem to disassociate the image with my feelings for the picture.  I noticed that the images changed, and I probably rated the paintings higer with pictures I viewed as more pleasant."
"14581567","United States","Texas","Some college","Female","Healthcare","Moderately conservative","White","Catholic","Moderately religious",22,0.4,0.542857142857143,-0.142857142857143,0,1,0,27,100,6,72,5,"If I actually remembered the picture and commented on it in my head, I knew it probably influenced my decision. For the most part, I simply ignored the pictures.","I tried to remember the most prominent color, and if I liked that color, would rate it above average.","N/A"
"14581573","United States","California","High school graduate","Female","Food Service","Neutral","White","None","Not at all religious",18,0.971428571428571,0.0285714285714286,0.942857142857143,0,1,0.228571428571429,100,0,50,48,49,NA,"I couldn’t see any of the painting it all just happened so fast so I based it on the pictures.",NA
"14581579","India",NA,"M.B.A.","Male",NA,"Neutral","Asian","Hindu","Very religious",40,0.914285714285714,0.257142857142857,0.657142857142857,0,1,0.5,100,100,55,51,50,"Instinct","Instinct","More time needed to watch images and art"
"14581582","United States",NA,"Masters degree","Female","Social Service","Strongly liberal","Asian","Catholic","Not at all religious",46,0.833333333333333,0.25,0.583333333333333,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
"14581611","India",NA,"M.B.A.","Male","Management","Strongly liberal","Asian","None","Not at all religious",37,0,0,0,1,1,0,99,0,0,0,0,"the abstract picture was the same for all cases. i had my fingers on E and 0","after a while, i realized that the abstract image was the same and repeating. hence the picture preceeding it had not influence.","no."
"14581615","United States","Virginia","Some college","Male","Sales","Slightly liberal","Black","Protestant","Somewhat religious",32,0.428571428571429,0.457142857142857,-0.0285714285714286,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"14581635","United States","California","Masters degree","Female","Social Service","Moderately liberal","White","None","Not at all religious",40,0.228571428571429,0.0857142857142857,0.142857142857143,0,1,0.357142857142857,100,0,18,91,16,"i based it on how much i liked the picture immediately beforeit","i always chose","my last answer i did not get to finish typing, i said i always chose not"
"14581646","United States",NA,"Some college","Female",NA,"Neutral","Black",NA,"Not at all religious",18,0.8,0.771428571428571,0.0285714285714286,0,1,0.942857142857143,99,99,95,0,42,"I answered how you wanted me to then got bored cause the photos were repetitive and answered randomly :)","I want influenced, I just answered like I was cause that what you wanted :)","The photos were really repetitive :("
"14581728","United States","Oregon","High school graduate","Female","Business","Moderately conservative","White","Protestant","Moderately religious",26,0.0571428571428571,0,0.0571428571428571,0,1,0.0285714285714286,99,0,4,0,100,"Whether it was a happy picture, or one that made me feel some type of negative way","No emotional response = disliked",NA
"14581914","United States","California","Bachelors degree","Female","Healthcare","Moderately liberal","White","None","Not at all religious",31,0,0,0,1,1,0.371428571428571,99,0,0,53,1,"I considered if the image was recognizable and resonated with me.","I just made the decision to choose unpleasant.",NA
"14581928","United States","California","Some college","Female","Food Service","Strongly liberal","White","None","Not at all religious",19,0.514285714285714,0.0571428571428571,0.457142857142857,0,1,0.557142857142857,100,99,77,71,54,NA,NA,NA
"14581991","United Kingdom",NA,"Masters degree","Female","Healthcare","Slightly conservative","White","Protestant","Somewhat religious",43,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"14581998","United Kingdom",NA,"Bachelors degree","Female","Homemaker or Parenting","Moderately conservative","White","Catholic","Moderately religious",48,0.714285714285714,0.657142857142857,0.0571428571428572,0,1,0,100,100,0,17,29,"I clicked without considering the picture","I focussed on the picture","I focussed on the final painting to decide if I liked it or not. The speed of the exposure was a challenge at first."
"14582012","China",NA,"High school graduate","Female","Education","Neutral","Asian","Buddhist","Somewhat religious",20,0.727272727272727,0.333333333333333,0.393939393939394,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA
"14582014","United States","California","Bachelors degree","Male",NA,"Neutral","Black","Protestant","Somewhat religious",35,0.942857142857143,0.342857142857143,0.6,0,1,0.728571428571429,NA,13,48,48,80,"I chose to focus more on the pictures because they were more visible than the paintings.","The general character of the pictures were influential even though I was not able to see them clearly",NA
"14582034","United States","Ohio","Some college","Female","Healthcare","Moderately liberal","White","None","Not at all religious",19,0.657142857142857,0.857142857142857,-0.2,0,1,0.4,100,100,49,84,10,"If they were thing I usually enjoy or like I was easily biased after seeing them.","I said it was more pleasant and I wasn't influenced","No"
"14582044","Brazil",NA,"Masters degree","Female","Management","Neutral","White","Catholic","Somewhat religious",43,1,0.914285714285714,0.0857142857142857,0,1,0.128571428571429,27,99,25,25,27,"in the beginning of the test I was lost and it was easy to suffer the influence of the the image ... it was more a mind's trap and not strategy","I've decided to judge the second image always","no"
"14582056","United States","New Jersey","Bachelors degree","Male","Computer/Math","Slightly liberal","White","Jewish","Somewhat religious",49,0.971428571428571,0.257142857142857,0.714285714285714,0,1,0.871428571428571,98,1,90,83,84,NA,"by the image",NA
"14582062","United States",NA,"Associates degree","Male","Protective Service","Slightly conservative","White","None","Not at all religious",22,1,1,0,1,1,0.471428571428571,100,100,51,17,87,"Whether it had an impact on my life while a child, or if the image had insects or close up faces of animals which induce natural instincts of fear or something that is about to happen","It was the first few flashes - I didn't quite expect it to be so quick","Very interesting"
"14582110","Philippines",NA,"High school graduate","Other","Management","Neutral","Asian","Catholic","Moderately religious",25,0.942857142857143,0.428571428571429,0.514285714285714,0,1,0.685714285714286,100,100,61,31,87,"Focused on the visuals. The transition is too fast that I can't remember how the painting looks like sometimes.","I decide base on the picture I saw.","Please make the transition slower."
"14582119","United States","Alabama","Bachelors degree","Male","Education","Strongly conservative","White","Protestant","Very religious",26,0.771428571428571,0.314285714285714,0.457142857142857,0,1,0.928571428571429,100,98,3,62,61,"I could not focus on the paintings. I only could focus on the pictures.","I tried to stick with unpleasant because it frustrated me if I didn't have a chance to focus on the image.","Too quick"
"14582137","United States","Texas","Bachelors degree","Female","Education","Moderately liberal","Hispanic","Catholic","Somewhat religious",28,0.371428571428571,0.571428571428571,-0.2,0,1,0,100,51,0,NA,NA,NA,NA,NA
"14582145","United States","Texas","Associates degree","Female","Military","Slightly liberal","Multiracial","None","Not at all religious",30,1,1,0,1,1,0,1,99,1,52,100,"Although the picture gave me an instant emotional reaction, I remained unbiased when rating the abstract art.","n/a","I don't have a solution, but I didn't feel like the abstract art was the best image. I have no interest in abstract art, so it was difficult to say if it was better than average or not, I think they all looked fine. But, I understand that might be the whole point, since depending on the first picture and the answer provided regarding the abstract art can show unconscious bias. Off topic regarding the survey - Having these text boxes expand longer, so the individual writing the answer can view their whole response without having to scroll sideways."
"14582150","United States","Missouri","Bachelors degree","Female",NA,"Strongly liberal","White","None","Somewhat religious",24,0,0,0,1,1,0,99,100,1,0,99,"I ignored to the best of my ability the image prior and focused only on the necessary materials.",NA,NA
"14582152","United States","Alabama","Bachelors degree","Female","Education","Neutral","White","Protestant","Very religious",25,0.657142857142857,0.0571428571428571,0.6,0,1,0.9,96,97,86,85,70,NA,NA,NA
"14582175","United States","Geogia","Some college","Male","Service and Personal Care","Neutral","White","None","Not at all religious",30,0.828571428571429,0.114285714285714,0.714285714285714,0,1,1,99,98,100,83,81,NA,NA,NA
